,번호,이름,수능점수,내신점수,1학년점수,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,가중Score
764,765,랭좟홽,66,79,85,전자공학부,융합기술공학부(IT응용시스템공학),신소재공학부(금속시스템공학),고분자.나노공학과,항공우주공학과,건축공학과,기계시스템공학부,도시공학과,유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),71.69999999999999
765,766,맕뵄챸,77,65,81,컴퓨터인공지능학부,신소재공학부(금속시스템공학),신소재공학부(전자재료공학),전기공학과,산업정보시스템공학과,양자시스템공학과,소프트웨어공학과,전자공학부,고분자.나노공학과,건축공학과,78.2
766,767,돫됥읎,60,61,37,전자공학부,소프트웨어공학과,융합기술공학부(IT융합기전공학),기계공학과,건축공학과,기계설계공학부(기계설계공학),고분자.나노공학과,전기공학과,기계설계공학부(나노바이오기계시스템공학),항공우주공학과,53.1
767,768,펅봳봬,81,58,70,화학공학부,유기소재섬유공학과,토목/환경/자원.에너지공학부(자원.에너지공학),양자시스템공학과,도시공학과,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),바이오메디컬공학부,전자공학부,신소재공학부(전자재료공학),77.69999999999999
768,769,싛쬏챱,68,77,67,유기소재섬유공학과,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(금속시스템공학),융합기술공학부(IT응용시스템공학),신소재공학부(전자재료공학),산업정보시스템공학과,토목/환경/자원.에너지공학부(토목공학),화학공학부,기계시스템공학부,도시공학과,67.69999999999999
769,770,쁺둅쐠,73,85,50,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(환경공학),유기소재섬유공학과,산업정보시스템공학과,소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),도시공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT응용시스템공학),화학공학부,66.1
770,771,볉쪐뵧,86,48,65,전자공학부,항공우주공학과,유기소재섬유공학과,전기공학과,기계설계공학부(기계설계공학),신소재공학부(전자재료공학),융합기술공학부(IT응용시스템공학),기계시스템공학부,고분자.나노공학과,양자시스템공학과,79.69999999999999
771,772,볜폢괤,78,64,85,전기공학과,화학공학부,산업정보시스템공학과,신소재공학부(정보소재공학),항공우주공학과,건축공학과,토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,양자시스템공학과,컴퓨터인공지능학부,80.1
772,773,륧뜬뀾,62,75,77,기계공학과,도시공학과,신소재공학부(금속시스템공학),전기공학과,양자시스템공학과,융합기술공학부(IT응용시스템공학),화학공학부,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),66.5
773,774,묠괒졅,75,44,66,바이오메디컬공학부,컴퓨터인공지능학부,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(환경공학),소프트웨어공학과,융합기술공학부(IT융합기전공학),전기공학과,신소재공학부(금속시스템공학),융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),72.3
774,775,짲셢쥂,47,58,98,산업정보시스템공학과,화학공학부,전기공학과,기계시스템공학부,기계설계공학부(나노바이오기계시스템공학),신소재공학부(정보소재공학),전자공학부,신소재공학부(전자재료공학),도시공학과,소프트웨어공학과,62.3
775,776,뛞똿겡,74,59,98,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),소프트웨어공학과,항공우주공학과,화학공학부,융합기술공학부(IT융합기전공학),고분자.나노공학과,유기소재섬유공학과,토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,81.19999999999999
776,777,뜻쟯뜑,63,63,87,바이오메디컬공학부,유기소재섬유공학과,토목/환경/자원.에너지공학부(토목공학),도시공학과,융합기술공학부(IT융합기전공학),기계시스템공학부,항공우주공학과,산업정보시스템공학과,고분자.나노공학과,기계공학과,70.19999999999999
777,778,뉂쇸츗,73,66,46,기계시스템공학부,유기소재섬유공학과,기계공학과,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(전자재료공학),컴퓨터인공지능학부,항공우주공학과,산업정보시스템공학과,양자시스템공학과,64.89999999999999
778,779,괵넨땒,67,53,62,바이오메디컬공학부,건축공학과,유기소재섬유공학과,융합기술공학부(IT융합기전공학),컴퓨터인공지능학부,항공우주공학과,융합기술공학부(IT응용시스템공학),기계설계공학부(나노바이오기계시스템공학),소프트웨어공학과,전자공학부,65.5
779,780,꿖퉆쾿,64,59,74,기계시스템공학부,융합기술공학부(IT융합기전공학),융합기술공학부(IT응용시스템공학),전기공학과,양자시스템공학과,도시공학과,신소재공학부(금속시스템공학),유기소재섬유공학과,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(나노바이오기계시스템공학),67.0
780,781,굟켉칤,70,92,91,전기공학과,기계설계공학부(나노바이오기계시스템공학),유기소재섬유공학과,융합기술공학부(IT응용시스템공학),항공우주공학과,기계시스템공학부,기계공학과,소프트웨어공학과,기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(토목공학),76.3
781,782,틴엣쬏,64,74,80,전자공학부,산업정보시스템공학과,바이오메디컬공학부,기계설계공학부(기계설계공학),기계시스템공학부,토목/환경/자원.에너지공학부(환경공학),기계공학과,컴퓨터인공지능학부,도시공학과,소프트웨어공학과,68.8
782,783,곰쐗닄,65,66,32,양자시스템공학과,신소재공학부(전자재료공학),전기공학과,신소재공학부(정보소재공학),바이오메디컬공학부,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),융합기술공학부(IT응용시스템공학),기계공학과,컴퓨터인공지능학부,55.1
783,784,오쳹쯸,45,58,36,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),고분자.나노공학과,융합기술공학부(IT융합기전공학),소프트웨어공학과,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,기계공학과,기계시스템공학부,42.3
784,785,뺰듣뺤,81,48,50,화학공학부,신소재공학부(금속시스템공학),항공우주공학과,소프트웨어공학과,산업정보시스템공학과,양자시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),융합기술공학부(IT응용시스템공학),건축공학과,기계시스템공학부,71.69999999999999
785,786,딪쯬꺃,78,87,91,컴퓨터인공지능학부,화학공학부,양자시스템공학과,바이오메디컬공학부,소프트웨어공학과,항공우주공학과,기계공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),유기소재섬유공학과,81.89999999999999
786,787,짞꽑맂,71,71,49,토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,신소재공학부(금속시스템공학),컴퓨터인공지능학부,기계공학과,양자시스템공학과,신소재공학부(정보소재공학),융합기술공학부(IT응용시스템공학),신소재공학부(전자재료공학),소프트웨어공학과,64.39999999999999
787,788,퀿갡끷,78,71,63,컴퓨터인공지능학부,기계시스템공학부,융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(토목공학),기계설계공학부(나노바이오기계시스템공학),바이오메디컬공학부,기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(환경공학),73.5
788,789,꾳쨀숏,94,74,72,신소재공학부(금속시스템공학),소프트웨어공학과,기계설계공학부(기계설계공학),기계시스템공학부,토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,컴퓨터인공지능학부,전기공학과,전자공학부,기계공학과,87.39999999999999
789,790,륚킭팪,64,99,85,전자공학부,산업정보시스템공학과,신소재공학부(전자재료공학),소프트웨어공학과,신소재공학부(정보소재공학),기계공학과,고분자.나노공학과,컴퓨터인공지능학부,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),70.3
790,791,겢펤영,61,81,78,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),건축공학과,고분자.나노공학과,신소재공학부(금속시스템공학),융합기술공학부(IT응용시스템공학),도시공학과,전자공학부,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(자원.에너지공학),66.1
791,792,퀲쯾쒇,57,67,81,화학공학부,신소재공학부(전자재료공학),컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),항공우주공학과,바이오메디컬공학부,융합기술공학부(IT융합기전공학),신소재공학부(정보소재공학),소프트웨어공학과,융합기술공학부(IT응용시스템공학),64.2
792,793,첀턱귥,69,70,55,컴퓨터인공지능학부,기계공학과,신소재공학부(전자재료공학),전기공학과,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT응용시스템공학),신소재공학부(금속시스템공학),화학공학부,기계설계공학부(나노바이오기계시스템공학),64.8
793,794,뿞튘젡,70,66,99,컴퓨터인공지능학부,기계공학과,소프트웨어공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,융합기술공학부(IT융합기전공학),전자공학부,바이오메디컬공학부,융합기술공학부(IT응용시스템공학),78.7
